species,x,y
aqua_presence,-159.75413795891578,21.993817259052104
aqua_presence,-157.96281488619664,21.689240893611228
aqua_presence,-156.05836477994796,19.731650276018705
aqua_presence,-156.84784606029595,21.05995523315189
aqua_presence,-156.05986123267792,19.72695679475651
aqua_presence,-156.84760251646225,21.059038644985634
aqua_presence,-156.06144760133068,19.731110650932788
aqua_presence,-159.3758534560423,22.000715458905063
aqua_presence,-156.05638964616227,19.73300934871539
aqua_presence,-157.85625145710574,21.509414833454127
aqua_presence,-156.06317365637244,19.730484928962465
aqua_presence,-156.0593843008562,19.725984100615232
aqua_presence,-159.76222810435567,22.00192025877383
aqua_presence,-157.95912715083975,21.684785829905824
aqua_presence,-156.05971650830293,19.731376756352823
aqua_presence,-159.37743444788066,22.001733622903583
aqua_presence,-159.75857363369815,21.998630772180174
aqua_presence,-156.06053825179467,19.730853248377336
aqua_presence,-159.37736392576747,21.9995205242927
aqua_presence,-157.9603000964822,21.685921040661515
aqua_presence,-158.12330452508115,21.582877685799247
aqua_presence,-156.05593365689316,19.73472903647164
aqua_presence,-157.9639064094858,21.693123520282438
aqua_presence,-157.9635640549264,21.69003155365439
aqua_presence,-156.0600285734863,19.731776462158265
aqua_presence,-158.12418834758864,21.582336542350205
aqua_presence,-157.9709058547083,21.69487803490776
aqua_presence,-157.85043143759012,21.513267095120128
aqua_presence,-159.75737967339907,21.99719151794938
aqua_presence,-159.76158388487477,22.003281863600826
aqua_presence,-157.9635754015589,21.69408376798307
aqua_presence,-158.12453305506386,21.58453914986431
aqua_presence,-159.376144855697,22.001379538363707
aqua_presence,-156.05967420319976,19.728311592159983
aqua_presence,-156.05533922288697,19.732769123641702
aqua_presence,-159.75383952747816,21.993046083762266
aqua_presence,-159.73616436338443,21.97615716935667
aqua_presence,-157.9650090998528,21.692231414719977
aqua_presence,-159.3788942292089,22.00215030049307
aqua_presence,-157.9635625178051,21.69432281221824
aqua_presence,-159.75990012265558,21.999786513508127
aqua_presence,-159.75788648549306,21.998778721339278
aqua_presence,-159.7525314812175,21.991754642977117
aqua_presence,-159.3757986091008,22.000169858648935
aqua_presence,-157.9585076643397,21.685527816886758
aqua_presence,-157.9675920263062,21.696369385380788
aqua_presence,-157.97042916296905,21.694155020107253
aqua_presence,-156.06166683270118,19.730989023964185
aqua_presence,-158.12417019395448,21.580202685242483
aqua_presence,-156.05511157648607,19.73508209104303
aqua_presence,-159.75829870364743,21.997675893305463
aqua_presence,-156.05938097486197,19.73093301614857
aqua_presence,-157.9655632586712,21.689221035533592
aqua_presence,-159.7604988217152,22.000996433245927
aqua_presence,-156.05865964374803,19.72594851953218
aqua_presence,-157.96798665056752,21.694882692489195
aqua_presence,-156.05630432389063,19.7337720967974
aqua_presence,-159.75715300962605,21.998679047618403
aqua_presence,-157.96734040145896,21.692831857190722
aqua_presence,-156.05748908672717,19.72692638424597
aqua_presence,-157.08527619798633,21.113142713769776
aqua_presence,-157.9586342343609,21.686130414922623
aqua_presence,-156.05848206481858,19.72822868831889
aqua_presence,-157.97017292791398,21.694479731659055
aqua_presence,-159.3779601095337,22.002290255733932
aqua_presence,-159.75701347419837,21.993958218288405
aqua_presence,-157.96577328014655,21.69436315215168
aqua_presence,-156.05813122113287,19.726940624741005
aqua_presence,-157.9617107716097,21.68943045153104
aqua_presence,-156.05585540285497,19.72736779694268
aqua_presence,-159.75636567025515,21.99645384168102
aqua_presence,-157.85342738038688,21.471654158031008
aqua_presence,-157.96765617389093,21.69349409502271
aqua_presence,-159.75608727981012,21.996521297856496
aqua_presence,-157.85291665739067,21.471772095506005
aqua_presence,-156.0588724728915,19.72638535782705
aqua_presence,-156.05703149379585,19.731866315032473
aqua_presence,-156.06004415575515,19.729424682383286
aqua_presence,-156.05628098019747,19.726860728591493
aqua_presence,-157.96143794316768,21.69289375035564
aqua_presence,-157.96699041185937,21.69127974226677
aqua_presence,-157.9607612014891,21.687609350330153
aqua_presence,-157.85187200305262,21.470894035555
aqua_presence,-159.7628765952383,22.0032117058214
aqua_presence,-159.37824201631514,22.001620195224255
aqua_presence,-159.75790026610505,21.99866968241491
aqua_presence,-159.7553624687769,21.994412235376966
aqua_presence,-159.75323374541014,21.99372745003526
aqua_presence,-156.05974497186517,19.732043904523834
aqua_presence,-156.84612857157217,21.058695257841098
aqua_presence,-159.75858131892033,22.000031801391096
aqua_presence,-159.37810677764807,22.0029047024474
aqua_presence,-157.85152948078613,21.47080741150011
aqua_presence,-157.9712939719819,21.694972879622373
aqua_presence,-157.96794718656074,21.69685418440912
aqua_presence,-156.05717962013736,19.730271258486322
aqua_presence,-159.7527689489058,21.990018591540004
aqua_presence,-157.9672168355525,21.692494425923666
aqua_presence,-156.06097470313148,19.73196421032817
aqua_presence,-156.05651385833744,19.728566295206132
aqua_presence,-157.95953935646585,21.685177237512832
aqua_presence,-159.73704903353544,21.976715106037165
aqua_presence,-159.37835325790758,22.000024449421087
aqua_presence,-157.96560396209554,21.69111686539641
aqua_presence,-156.05563852050662,19.733455172779102
aqua_presence,-157.96194671297377,21.686906643080366
aqua_presence,-159.76244664515912,22.004471831774328
aqua_presence,-157.96796807086722,21.694847110113372
aqua_presence,-156.0580326914231,19.729753338861617
aqua_presence,-157.96481429788668,21.69212169011358
aqua_presence,-159.37718156954654,21.999223891512845
aqua_presence,-156.05671197017415,19.727954444977403
aqua_presence,-157.85468377859834,21.47216441485942
aqua_presence,-159.7541948905144,21.995558876263175
aqua_presence,-159.76300039423683,22.002652604726478
aqua_presence,-157.8519527007942,21.51316632765282
aqua_presence,-159.75208978319264,21.99237414103046
aqua_presence,-159.37606835247118,21.999559964761094
aqua_presence,-157.96677002192106,21.69571799224641
aqua_presence,-159.7355182611084,21.97585709776887
aqua_presence,-157.96397515448308,21.69512720354583
aqua_presence,-157.96256516671315,21.687208003352623
aqua_presence,-157.96574957274765,21.693463440203267
aqua_presence,-157.9614280231537,21.692510638991198
aqua_presence,-156.05923331273053,19.73069374095328
aqua_presence,-157.96604446934424,21.691861914317
aqua_presence,-157.95981618552963,21.686199559297595
aqua_presence,-156.05677391803005,19.72678705056718
aqua_presence,-157.95866574049668,21.685572484496547
aqua_presence,-157.9625114954747,21.688387775812934
aqua_presence,-157.9650679234149,21.69007930284286
aqua_presence,-157.9585512602917,21.685921064638418
aqua_presence,-156.06184325981374,19.73223870961953
aqua_presence,-159.75838429289263,21.997783486852747
aqua_presence,-159.7532249807049,21.994192551090322
aqua_presence,-157.85328534197785,21.471772234136125
aqua_presence,-159.73521305331067,21.97583811098982
aqua_presence,-157.9664377432815,21.69248075042493
aqua_presence,-159.75705540458583,21.994530835931876
aqua_presence,-157.96507215313198,21.68900765530011
aqua_presence,-159.75832265613107,22.00022042645785
aqua_presence,-157.96089790006232,21.687733495879982
aqua_presence,-157.9601813305932,21.68764371521645
aqua_presence,-159.37779781635027,21.99991181577769
aqua_presence,-156.05862343787288,19.731337347415906
aqua_presence,-157.85016507672822,21.513073729365416
aqua_presence,-157.96842268646208,21.69515237436104
aqua_presence,-157.97012511511355,21.694940078532614
aqua_presence,-157.9579956809282,21.68639756189212
aqua_presence,-156.0572261116324,19.736163448341426
aqua_presence,-157.96039933210588,21.68520738898716
aqua_presence,-156.06084734936127,19.72834041190174
aqua_presence,-157.97010905077946,21.69556281840592
aqua_presence,-157.84980578286542,21.514041759647526
aqua_presence,-157.96396111127044,21.693007182194926
aqua_presence,-156.8463392748233,21.059112150588614
aqua_presence,-159.37879658477232,22.00238788709616
aqua_presence,-159.75739597739485,21.996061131278307
aqua_presence,-159.75973861367373,22.000580808516517
aqua_presence,-159.76066770623376,21.99949751715244
aqua_presence,-157.961809073413,21.690600067740352
aqua_presence,-157.96721359256716,21.693930202451558
aqua_presence,-157.96716818417565,21.69607927719738
aqua_presence,-156.84675250953512,21.05972729490787
aqua_presence,-157.965005190143,21.694388166722014
aqua_presence,-157.0851111020702,21.11264567381453
aqua_presence,-156.06181360708467,19.731490327856438
aqua_presence,-159.75944336329923,21.99718052402629
aqua_presence,-159.7579396956096,21.99561227949907
aqua_presence,-156.05924141608818,19.72782729651246
aqua_presence,-157.97002558060424,21.693982601106107
aqua_presence,-157.85175762561184,21.5130296408834
aqua_presence,-156.05958487616678,19.726416474547786
aqua_presence,-157.96439932059803,21.69278876882225
aqua_presence,-156.0564419682058,19.734514680421263
aqua_presence,-157.95823533259073,21.68727427623133
aqua_presence,-157.96748966995,21.691054657914886
aqua_presence,-157.96263164184424,21.68983813274162
aqua_presence,-159.75718910552348,21.996539592220568
aqua_presence,-157.95754008936024,21.686112044367928
aqua_presence,-159.75849175549948,21.995829533939453
aqua_presence,-157.9686853294666,21.69583356961299
aqua_presence,-157.96911910546385,21.692306272469803
aqua_presence,-157.97167509043953,21.694869818903587
aqua_presence,-159.75644902219432,21.996110112315577
aqua_presence,-156.06142944783863,19.731894612291605
aqua_presence,-157.9675614852942,21.69210004051264
aqua_presence,-159.75549352646743,21.995301127020397
aqua_presence,-156.05776154025472,19.732197162770692
aqua_presence,-157.96681045836615,21.69597338878127
aqua_presence,-159.75250746112354,21.99079159878712
aqua_presence,-157.96258135516146,21.687092594758745
aqua_presence,-157.95830066640198,21.68524383147721
aqua_presence,-156.05686847090368,19.72979273417326
aqua_presence,-159.75657413703266,21.99507292593457
aqua_presence,-159.75917527919086,22.000577463567065
aqua_presence,-159.763725536656,22.004073169949788
aqua_presence,-156.84766569000095,21.057999732872045
aqua_presence,-156.0581149109733,19.725968118035034
aqua_presence,-156.05884830587357,19.73000535762107
aqua_presence,-156.058024341055,19.728691891894393
aqua_presence,-157.9647654535661,21.692477269373182
aqua_presence,-159.76139425913698,22.001691315902818
aqua_presence,-156.05742953029588,19.725864124390473
aqua_presence,-157.85298257463924,21.470650239926716
aqua_presence,-157.96383011341345,21.69031848931825
aqua_presence,-156.05531005200854,19.734985899550594
aqua_presence,-157.96057294691676,21.68490615447245
aqua_presence,-157.9667379820516,21.695604585459385
aqua_presence,-159.76259403770385,22.003688569322442
aqua_presence,-157.9680616442329,21.695603481951935
aqua_presence,-156.0573179224598,19.729582807263366
aqua_presence,-159.37553340382988,21.99975800348349
aqua_presence,-157.9669234825942,21.696664463643685
aqua_presence,-156.06311009848875,19.73082188986792
aqua_presence,-157.96829301707345,21.69127833426617
aqua_presence,-156.06390431118254,19.73079678369657
aqua_presence,-159.7578841394699,21.999256805922194
aqua_presence,-156.0584950784345,19.733942848451825
aqua_presence,-159.3780579703869,21.99984342144433
aqua_presence,-159.7578123726897,21.999120970004
aqua_presence,-157.9609323824731,21.68521364874079
aqua_presence,-159.75826373500178,21.999155536967557
aqua_presence,-159.75160034423988,21.993038654627927
aqua_presence,-157.96033692795513,21.687341096974915
aqua_presence,-157.9586226761086,21.687102423140765
aqua_presence,-156.05977311158273,19.731790950810556
aqua_presence,-156.05699845304022,19.730081000182675
aqua_presence,-156.0571716311275,19.72674114645231
aqua_presence,-157.856913769863,21.509727353329982
aqua_presence,-157.96155070833467,21.68602566323203
aqua_presence,-156.05789160998216,19.735535648680926
aqua_presence,-159.75835572102932,21.999517169209355
aqua_presence,-156.05901245187485,19.73015776502987
aqua_presence,-159.75693977929893,21.993787167602015
aqua_presence,-159.75885275673517,21.999122348878153
aqua_presence,-157.9609209739303,21.68778371414788
aqua_presence,-157.963470968256,21.689067920361417
aqua_presence,-156.0582718116461,19.725305162693065
aqua_presence,-156.84687414608825,21.059489148038374
aqua_presence,-159.75431157677863,21.989852275806772
aqua_presence,-157.9649527211975,21.69189524008756
aqua_presence,-159.75422968274785,21.993882471919992
aqua_presence,-156.84760340219353,21.060101561781977
aqua_presence,-159.37748525886406,22.00056106631717
aqua_presence,-156.06182327496063,19.732531346328233
aqua_presence,-157.96759451521555,21.694569144636723
aqua_presence,-157.95975915152775,21.686751315392968
aqua_presence,-159.75539652512322,21.99433836931213
aqua_presence,-159.75152131233506,21.99164509058006
aqua_presence,-157.96427857556947,21.688970397901606
aqua_presence,-156.05783329883454,19.735723670083225
aqua_presence,-157.96157121640172,21.692289109537494
aqua_presence,-157.9563229599879,21.696270035212564
aqua_presence,-159.75476968102308,21.996181145059502
